Nama Herbal,Khasiat,Saran Penyajian
Gempur Batu,"Gempur Batu, dengan kandungan zat aktif seperti saponin, dapat membantu mengatasi batu empedu dengan melarutkan dan menghancurkan endapan kolesterol yang menyebabkan pembentukan batu. Konsumsi Gempur Batu secara teratur juga dapat merangsang produksi empedu dan meningkatkan aliran empedu, membantu mencegah pembentukan batu empedu baru.","Herba gempur batu segar sebanyak 2 genggam ditambah air 110 ml, kemudian dibuat infus atau pipisan. Air infus diminum 2 kali sehari, setiap kali minum sebanyak 100 ml. Jika dibuat pipisan diminum 2 kali sehari, setiap kali minum sebanyak 1/4 cangkir."
Gempur Batu,"Gempur Batu, dengan kandungan senyawa aktif seperti filantin dan astragalin, dapat membantu mengatasi batu ginjal dengan meningkatkan produksi urine dan memfasilitasi pengeluaran batu ginjal. Ekstrak dari tumbuhan ini juga memiliki sifat antiinflamasi, membantu meredakan peradangan di sekitar ginjal, memberikan dukungan dalam pengobatan dan pencegahan batu ginjal.","Herba gempur batu segar sebanyak 2 genggam, ditambah herba meniran segar sebanyak 7 pohon. Semua bahan dicuci bersih kemudian ditambah air sebanya 110 ml dan dibuat infus. Air infus diminum 2 kali sehari, pagi dan sore, setiap kali minum sebanyak 100 ml."
Gempur Batu,"Gempur Batu, dengan kandungan tanin dan sifat antidiare alaminya, dapat digunakan sebagai obat luar untuk diare dengan cara mengatasi iritasi pada kulit sekitar anus. Ekstrak gempur batu dapat membantu mengurangi kelembutan kulit dan memberikan efek astringen, mendukung pengobatan luar untuk kondisi diare.","Cuci bersih batang dan daun gempur batu segar, masing-masing secukupnya, lalu giling halus bersama buah adas secukupnya. Tapalkan hasil gilingan yang telah halus
pada bagian perut."
Gempur Batu,"Gempur Batu, dengan sifat diuretiknya, dapat membantu mengatasi susah kencing dengan meningkatkan produksi urine dan membantu membersihkan saluran kemih. Kandungan aktif dalam gempur batu juga dapat membantu mengurangi peradangan pada saluran kemih, memberikan efek positif dalam penanganan kondisi susah kencing.","Cuci bersih 15 g daun segar lalu rebus dengan 2 gelas air selama 15 menit sampai mendidih. Setelah dingin, kemudian saring, lalu diminum sekaligus 1 kali sehari"
Gendola,"Gendola, dengan kandungan serat tinggi dan sifat antiinflamasi, dapat membantu mengatasi radang usus buntu dengan meredakan peradangan dan mendorong gerakan usus. Konsumsi gendola juga dapat membantu membersihkan saluran pencernaan, memberikan dukungan dalam penanganan radang usus buntu.","Seluruh tanaman gendola sebanyak 60-70 g dicuci bersih, potong-potong, lalu direbus dengan air bersih secukupnya sampai bahan terendam seluruhnya. Setelah airnya sisa setengah, angkat dan dinginkan, lalu diminum."
Gendola,"Gendola, dengan kandungan vitamin C dan senyawa antioksidan, dapat membantu mengatasi influenza dengan memperkuat sistem kekebalan tubuh dan meredakan gejala seperti demam dan pilek. Ekstrak gendola juga memiliki sifat antiinflamasi yang dapat membantu mengurangi peradangan pada saluran pernapasan, memberikan dukungan dalam menghadapi infeksi virus influenza.","15 g daun segar dicuci lalu direbus dengan 2 gelas air bersih sampai tersisa 1 gelas. Setelah dingin disaring, tambahkan sedikit garam dan diaduk sampai larut. Minum"
Gendola,"Gendola, dengan kandungan serat yang tinggi, dapat membantu mengatasi sembelit dengan meningkatkan volume dan kelembutan tinja. Konsumsi gendola secara teratur dapat merangsang pergerakan usus, mempercepat transit tinja, dan memberikan efek positif dalam penanganan kondisi sembelit.","Daun segar dimasak, makan"
Gendola,"Gendola, dengan sifat diuretiknya, dapat membantu meningkatkan volume urine dan mengatasi masalah kencing sedikit. Konsumsi gendola secara teratur dapat membantu merangsang produksi urine yang lebih banyak, memberikan dukungan dalam penanganan kondisi kencing sedikit.","70 g daun segar dicuci bersih, rebus dengan air secukupnya. Setelah dingin diminum seperti air teh"
Gendola,"Gendola, dengan kandungan serat dan sifat antiinflamasi, dapat membantu mengatasi berak darah dengan meredakan peradangan pada saluran pencernaan dan melancarkan buang air besar. Ekstrak gendola juga dapat memberikan efek perlindungan pada dinding usus, membantu mengurangi risiko berak darah dan mendukung kesehatan sistem pencernaan.","25 g tanaman gendola, 35 g kapulaga dan seekor ayam betina tua yang telah dibuang kepala, kaki dan jeroannya, dimasak dengan air secukupnya."
Gendola,"Gendola, dengan sifat antiinflamasi dan ekspektoran alaminya, dapat membantu meredakan sensasi panas dan sesak pada dada. Ekstrak gendola dapat membantu melonggarkan lendir, meredakan peradangan pada saluran pernapasan, dan memberikan kenyamanan bagi mereka yang mengalami gejala dada terasa panas dan sesak.","70 g gendola segar direbus dengan air secukupnya sampai kental. Campur dengan arak, minum."
Greges Otot,"Greges otot, dengan kandungan senyawa antiinflamasi, dapat membantu meredakan peradangan dan nyeri pada tulang patah. Ekstrak greges otot juga dapat mempercepat proses penyembuhan dengan merangsang produksi kolagen dan meningkatkan sirkulasi darah di sekitar area tulang yang patah.","Bila kedudukan tulang baik, ambil 2 batangnya yang segar seutuhnya, dicuci lalu ditumbuk halus, remas dengan air garam secukupnya. Ramuan ini dipakai untuk menurap bagian yang cedera, lalu dibalut. Diganti 2 kali sehari."
Greges Otot,"Greges otot, dengan kandungan antiinflamasi dan analgesik alaminya, dapat membantu meredakan gejala hepatitis dengan mengurangi peradangan pada hati. Selain itu, greges otot juga dapat memberikan efek positif dalam mengatasi wasir dengan mengurangi rasa sakit dan peradangan pada pembuluh darah di sekitar anus.","30 g seluruh bagian tanaman, greges otot direbus, minum sebagai teh."
Greges Otot,"Greges otot, dengan sifat antiinflamasi dan antiseptiknya, dapat membantu meredakan radang mata dengan mengurangi peradangan dan infeksi di sekitar mata. Penggunaan eksternal dari greges otot, seperti dalam bentuk kompres atau krim, dapat memberikan efek menenangkan dan mendukung proses penyembuhan pada kondisi radang mata.","Greges otot, biji boroco (Celosia argentea L.), bunga chrysant (Chrysanthemum indicum), kulit sejenis jangkrik (Cryptotympana atrata cicada), masing-masing 10 g, kemudian direbus. Setelah dingin disaring, lalu diminum."
Greges Otot,"Greges otot, dengan sifat antiseptik dan antiinflamasi, dapat membantu mengatasi wasir dengan meredakan peradangan dan menyembuhkan luka di sekitar anus. Penerapan greges otot secara topikal dapat memberikan efek yang menenangkan dan memberikan dukungan dalam mengurangi gejala wasir.",30 g seluruh bagian tanaman segar greges otot dicuci bersih lalu digiling halus. Tempelkan pada wasirnya.
Greges Otot,"Greges otot, dengan kandungan senyawa antiinflamasi alaminya, dapat digunakan sebagai obat sakit sendi baik pada dewasa maupun anak-anak dengan meredakan peradangan dan mengurangi rasa nyeri. Selain itu, efek penguatan pada anggota badan dapat diperoleh melalui pemakaian greges otot secara teratur, membantu meningkatkan kekuatan otot dan menjaga kesehatan sendi.","Ambil tanaman greges otot lengkap dari akar sampai daun, bersihkan terlebih dahulu dengan dicuci sampai bersih. Lumatkan atau tumbuk sampai halus dan tempelkan pada bagian yang sakit. Gunakan secukupnya."
Greges Otot,"Greges otot, dengan kandungan senyawa antiinflamasi dan analgesik alaminya, dapat membantu meredakan gejala rematik dengan mengurangi peradangan pada otot dan sendi. Penggunaan greges otot secara topikal juga dapat memberikan efek relaksasi pada otot, membantu mengurangi kekakuan dan meningkatkan kenyamanan pada area yang terkena.","15 g seluruh bagian tanaman kering dan sebutir asam (Tamarindus indica) direbus dengan 3 gelas air bersih sampai tersisa 1 gelas. Setelah dingin disaring, minum pagi dan sore hari hingga sembuh."
Honje (Kecombrang),"Honje atau kecombrang, dengan kandungan senyawa antibakteri dan antioksidan, dapat membantu mengurangi bau badan dengan menghambat pertumbuhan bakteri penyebab bau pada kulit. Ekstrak honje juga memiliki aroma segar yang dapat memberikan efek deodoran alami, memberikan perlindungan tambahan terhadap bau badan yang tidak diinginkan.",bunga honje yang direbus maupun yang segar dapat dimakan sebagai lalapan. lalapan tersebut dapat mengurangi bau badan karena kandungan zat aktifnya berfungsi sebagai deodoran alami. konsumsi bunga honje ini juga dapat meningkatkan asi dan membersihkan darah.
Honje (Kecombrang),"Honje atau kecombrang, dengan kandungan senyawa seperti asam kafeat dan zat antimikroba alami, dapat berperan sebagai agen antimikroba yang efektif. Ekstrak honje memiliki kemampuan untuk menghambat pertumbuhan mikroorganisme seperti bakteri dan jamur, memberikan manfaat dalam melawan infeksi dan memelihara kesehatan secara alami.",batang pohon honje digosokkan secara langsung ke bagian tubuh yang ingin dibersihkan. dapat juga dilakukan dengan cara mememarkan pelepah batang daun honje hingga keluar busa yang harum.
Jakang,"Jakang, dengan kandungan senyawa antiinflamasi dan analgesik, dapat membantu meredakan memar dengan mengurangi peradangan dan nyeri pada area yang terkena. Penggunaan jakang secara topikal dapat memberikan efek sejuk dan membantu mempercepat proses penyembuhan, memberikan bantuan dalam mengatasi gejala memar.",60 g jakang lalu dicampur dengan 1 sloki akar beras. air perasan diminum sementara ampasnya dibubuhkan pada luka memar.
Jakang,"Jakang, dengan kandungan senyawa antiseptik dan antiinflamasi, dapat digunakan untuk mengobati gigitan binatang berbisa dengan mengurangi peradangan dan mencegah infeksi pada luka gigitan. Ekstrak jakang juga dapat memberikan efek sejuk, meredakan rasa nyeri, dan mempercepat proses penyembuhan, memberikan dukungan optimal dalam penanganan gigitan binatang berbisa.","haluskan ranting jakang, lalu bubuhkan di atas luka gigitan dan di sekitar luka."
Jarak pagar,"Jarak Pagar, dengan kandungan senyawa antiseptik dan antibakteri, dapat digunakan untuk membersihkan luka dengan efektif, membantu mencegah infeksi dan mempercepat proses penyembuhan. Ekstrak dari jarak pagar juga dapat meredakan peradangan pada luka, memberikan perlindungan optimal terhadap kemungkinan komplikasi selama penyembuhan.","daun minyak jarak dibakar, lalu diletakkan pada bagian yang terkena luka."
Jarak ulung,"Jarak Ulung, dengan kandungan senyawa antiinflamasi dan analgesik, dapat membantu meredakan bengkak akibat terpukul dengan mengurangi peradangan dan nyeri. Selain itu, ekstrak jarak ulung juga dapat digunakan untuk mengobati penyakit kulit karena sifat antiseptik dan antibakterinya, membantu membersihkan dan menyembuhkan kulit yang terkena.","cuci 3-4 helai daun segar jarak ulung sampai bersih, olesi dengan minyak kelapa, lalu panaskan di atas api sampai layu. tempelkan daun pada perut saat masih hangat."
Jarak ulung,"Jarak Ulung, dengan kandungan zat antipiretik dan antiinflamasi, dapat membantu meredakan demam dengan menurunkan suhu tubuh dan mengurangi peradangan. Ekstrak jarak ulung juga dapat memberikan efek menenangkan, membantu meredakan gejala demam seperti sakit kepala dan nyeri otot, memberikan dukungan dalam proses pemulihan.","cuci 10-15 helai daun segar jarak ulung sampai bersih, rebus dengan air secukupnya. setelah mendidih, gunakan air rebusan untuk mandi."
Jarak ulung,"Jarak Ulung, dengan kandungan serat tinggi, dapat membantu mengatasi susah buang air besar dengan meningkatkan volume dan kelembutan tinja. Ekstrak jarak ulung juga dapat merangsang pergerakan usus, memberikan efek pencahar alami yang mendukung kesehatan pencernaan dan mengurangi keluhan susah buang air besar.","cuci bersih 20 butir biji jarak ulung, sangrai, lalu tumbuk sampai halus. seduh hasil tumbukan dengan 1 cangkir air panas, lalu minum sekaligus 1 cangkir sehari."
Jati belanda,"Jati Belanda, dengan kandungan serat dan senyawa antiinflamasi, dapat membantu mengatasi sembelit dengan merangsang pergerakan usus dan meningkatkan kelembutan tinja. Ekstrak jati belanda juga memiliki sifat pencahar alami yang dapat membantu melancarkan buang air besar, memberikan efek positif dalam penanganan kondisi sembelit.",rebusan biji jati belanda yang dibakar seperti kopi bisa diminum.
Jati belanda,"Jati Belanda, dengan kandungan senyawa antikembung dan antiinflamasi, dapat membantu meredakan perut kembung dengan mengurangi produksi gas dalam saluran pencernaan. Ekstrak jati belanda juga memiliki sifat melegakan pada saluran pernapasan, membantu mengatasi sesak napas dengan meredakan peradangan dan meningkatkan kemampuan pernafasan.",biji jati belanda yang dibakar dan dilumatkan di dalam air ditambah adas.
Jati belanda,"Jati Belanda, dengan kandungan senyawa aktif seperti quercetin dan catechin, dapat berperan sebagai obat pelangsing dengan meningkatkan metabolisme dan membantu pembakaran lemak. Ekstrak jati belanda juga dapat mengurangi nafsu makan, memberikan dukungan dalam upaya penurunan berat badan.","kira kira 20 g serbuk daun jatii belanda, diseduh dengan 1 gelas air matang panas, setelah dingin kemudian disaring. hasil dari penyaringan diminum sehari dua kali pada pagi dan sore."
Jati belanda,"Jati Belanda, dengan kandungan flavonoid dan tanin, dapat membantu menurunkan atau menyeimbangkan kolesterol dengan mengurangi penyerapan kolesterol jahat (LDL) dalam tubuh. Ekstrak jati belanda juga dapat meningkatkan produksi kolesterol baik (HDL), memberikan efek positif dalam menjaga keseimbangan lipid tubuh dan mendukung kesehatan jantung.","beberapa daun jati belanda yang sudah kering ditambah 1 sendok madu diseduh dengan air panas seperti teh, dapat diminum 2 kali sehari."
Jati mas,"Jati Mas, dengan sifat antidiare dan antiperadangan, dapat membantu mengatasi disentri dengan meredakan peradangan pada saluran pencernaan dan menstabilkan pergerakan usus. Ekstrak jati mas juga dapat memberikan efek astringen yang membantu mengatasi diare, meningkatkan penyerapan cairan, dan mempercepat proses penyembuhan pada kondisi disentri.","bawang merah 3 butir, daun alam 5 lembar, arang kayu jati 1 jari, rimpang jahe 1 jari, teh adas 1 sendok, pulosari 1 jari, jinten hitam 1 sendok, gula enau 3 jari, ganti 1 jari. semua bahan ditumbuk halus, tambah garam sedikit, kemudian diperas, disaring, lalu dapat diminum. ampasnya dapat digunakan untuk menggosok dada, leher, dan punggung."
Jeringau,"Jeringau, dengan kandungan senyawa antipiretik dan antiinflamasi, dapat membantu meredakan demam berdarah dengue dengan menurunkan suhu tubuh dan mengurangi peradangan. Ekstrak jeringau juga dapat memberikan efek penurunan nyeri sendi dan otot, memberikan dukungan dalam mengatasi gejala khas demam berdarah dengue.",rimpang jeringau yang sudah dicuci bersih sebanyak 1 genggam direbus dengan 3 gelas air sampai tersisa menjadi 1 gelas. air rebusan disaring dan diminum.
Jeringau,"Jeringau, dengan kandungan antijamur dan antibakteri, dapat digunakan untuk mengatasi infeksi kuku dengan menghambat pertumbuhan mikroorganisme penyebab infeksi. Ekstrak jeringau juga dapat membantu meredakan peradangan di sekitar kuku, memberikan efek positif dalam pengobatan infeksi kuku dan mendukung proses penyembuhan.",daun durian sebanyak 3 lembar dan rimpang jeringau sebanyak 3 ruas jari yang sudah dicuci bersih sebanyak 1 genggam direbus dengan 3 gelas air sampai tersisa menjadi 1 gelas. air rebusan disaring dan digunakan untuk merendam kuku yang terinfeksi.
